timestamp,agent.name,rule.description,rule.level,rule.id
"May 24, 2025 @ 12:57:24.071","windows","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 24, 2025 @ 12:57:22.311","windows","Powershell process created an executable file in Windows root folder","9","92205"
"May 24, 2025 @ 12:57:21.153","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:21.105","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:21.088","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.087","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.050","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.035","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.035","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.034","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.016","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:21.016","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:20.290","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:20.273","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:57:20.256","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.240","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.240","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.210","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.169","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.150","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.130","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.121","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.100","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.083","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.064","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.034","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:20.031","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:19.990","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:19.967","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:19.967","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:19.951","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:17.904","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:57:17.704","windows","Wazuh agent started.","3","503"
"May 24, 2025 @ 12:57:16.533","windows","Wazuh agent stopped.","3","506"
"May 24, 2025 @ 12:57:16.255","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:16.255","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:16.254","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:16.254","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:16.254","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:16.252","kali","Wazuh server started.","3","502"
"May 24, 2025 @ 12:57:11.236","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:57:07.286","kali","Listened ports status (netstat) changed (new port opened or closed).","7","533"
"May 24, 2025 @ 12:57:06.871","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:06.866","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:06.858","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:06.845","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:06.845","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:57:06.844","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:56:54.225","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:56:54.224","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:56:52.222","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:56:30.198","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:56:30.198","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:55:55.984","windows","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 24, 2025 @ 12:55:54.770","windows","Powershell process created an executable file in Windows root folder","9","92205"
"May 24, 2025 @ 12:55:51.846","windows","⚠ PowerShell process creation detected (broad match)","10","100030"
"May 24, 2025 @ 12:55:50.969","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:50.937","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:50.910","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.895","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.880","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.878","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.862","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.846","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.824","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:50.815","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:49.969","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:49.954","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:55:49.954","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.919","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.903","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.903","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.872","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.869","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.868","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.831","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.802","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.802","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.765","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.745","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.744","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:49.726","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:48.690","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:48.662","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:48.659","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:48.647","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:55:47.554","windows","Wazuh agent started.","3","503"
"May 24, 2025 @ 12:55:43.786","windows","Wazuh agent stopped.","3","506"
"May 24, 2025 @ 12:55:30.115","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:55:20.086","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:55:20.086","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:53:09.099","windows","Summary event of the report's signatures.","4","60608"
"May 24, 2025 @ 12:53:04.830","windows","Windows application error event.","9","60602"
"May 24, 2025 @ 12:51:13.372","windows","Service startup type was changed","3","61104"
"May 24, 2025 @ 12:48:00.947","windows","Service startup type was changed","3","61104"
"May 24, 2025 @ 12:47:58.269","windows","Service startup type was changed","3","61104"
"May 24, 2025 @ 12:43:41.184","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:43:41.184","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:43:41.184","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:38:41.750","kali","Wazuh server started.","3","502"
"May 24, 2025 @ 12:38:36.906","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:36.906","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:36.906","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:36.906","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:36.906","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:36.778","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:38:33.338","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:33.327","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:33.317","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:33.304","kali","Listened ports status (netstat) changed (new port opened or closed).","7","533"
"May 24, 2025 @ 12:38:33.303","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:33.303","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:33.303","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:38:16.311","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:38:16.311","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:38:14.309","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:38:00.291","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:38:00.291","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:35:05.053","windows","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 24, 2025 @ 12:35:01.895","windows","Powershell process created an executable file in Windows root folder","9","92205"
"May 24, 2025 @ 12:35:00.586","windows","⚠ PowerShell process creation detected (broad match)","10","100030"
"May 24, 2025 @ 12:35:00.526","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:35:00.526","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:35:00.494","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.527","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.527","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.526","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.443","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.412","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.395","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.394","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:59.392","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:58.470","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:34:58.468","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:58.443","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:58.423","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:58.398","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:58.396","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:58.352","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:58.351","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.581","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.554","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.533","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.454","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.411","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.398","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.382","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.367","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:57.320","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:56.265","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:55.123","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:34:54.063","windows","Wazuh agent started.","3","503"
"May 24, 2025 @ 12:34:50.570","windows","Wazuh agent stopped.","3","506"
"May 24, 2025 @ 12:34:39.938","kali","Wazuh server started.","3","502"
"May 24, 2025 @ 12:34:36.375","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:36.373","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:36.373","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:36.373","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:36.373","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:33.907","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:34:32.342","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:32.331","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:32.326","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:32.317","kali","Listened ports status (netstat) changed (new port opened or closed).","7","533"
"May 24, 2025 @ 12:34:32.315","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:32.315","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:32.314","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:34:13.684","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:34:13.684","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:34:13.683","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:33:57.666","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:33:57.666","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:32:43.535","windows","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 24, 2025 @ 12:32:40.386","windows","Powershell process created an executable file in Windows root folder","9","92205"
"May 24, 2025 @ 12:32:38.991","windows","⚠ PowerShell process creation detected (broad match)","10","100030"
"May 24, 2025 @ 12:32:37.997","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:37.994","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:37.994","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:37.878","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:37.856","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:37.856","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:37.842","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:37.583","kali","Wazuh server started.","3","502"
"May 24, 2025 @ 12:32:36.899","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:36.885","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:36.856","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:36.810","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:35.804","windows","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 12:32:35.757","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:35.741","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:35.740","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:35.702","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:35.670","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:35.669","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:35.627","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.780","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.730","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.698","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.697","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.660","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.616","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.616","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:34.573","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:33.743","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:33.741","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:33.741","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:33.741","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:33.741","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:33.589","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:33.546","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:31.552","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:32:29.643","kali","Listened ports status (netstat) changed (new port opened or closed).","7","533"
"May 24, 2025 @ 12:32:29.012","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:29.004","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:28.995","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:28.971","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:28.971","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:28.970","kali","Host-based anomaly detection event (rootcheck).","7","510"
"May 24, 2025 @ 12:32:28.969","windows","Discovery activity executed","3","92031"
"May 24, 2025 @ 12:32:28.969","windows","Wazuh agent started.","3","503"
"May 24, 2025 @ 12:32:12.310","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:32:12.310","kali","PAM: Login session opened.","3","5501"
"May 24, 2025 @ 12:32:10.307","kali","PAM: Login session closed.","3","5502"
"May 24, 2025 @ 12:31:46.277","kali","Successful sudo to ROOT executed.","3","5402"
"May 24, 2025 @ 12:31:46.277","kali","PAM: Login session opened.","3","5501"
